"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","Riotime","strptime","day","hour","statusSource_new","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"RT @Eagles: Rock, flag and Eagle.

Let's go, @TeamUSA! 
#TeamUSA #Rio2016 https://t.co/cmwZCeR0eH",FALSE,0,NA,2016-08-05 23:42:26,FALSE,NA,"761708975951753218",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Justinkorean95",176,TRUE,FALSE,NA,NA,2016-08-05 18:42:26,2016-08-05 18:42:26,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,1,0,1
"#Rio2016 #TeamUSA ",FALSE,1,NA,2016-08-05 23:42:25,FALSE,NA,"761708973556764672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vnnoel",0,FALSE,FALSE,NA,NA,2016-08-05 18:42:25,2016-08-05 18:42:25,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,0,0,0
"RT @normanispinnock: #TeamUSA cause I only like y'all for the Olympics",FALSE,0,NA,2016-08-05 23:42:05,FALSE,NA,"761708887674392576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bubblenormani",4,TRUE,FALSE,NA,NA,2016-08-05 18:42:05,2016-08-05 18:42:05,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,0,0,0
"#TeamUSA cause I only like y'all for the Olympics",FALSE,1,NA,2016-08-05 23:41:57,FALSE,NA,"761708853570465793",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","normanispinnock",4,FALSE,FALSE,NA,NA,2016-08-05 18:41:57,2016-08-05 18:41:57,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,0,0,0
"RT @Eagles: Rock, flag and Eagle.

Let's go, @TeamUSA! 
#TeamUSA #Rio2016 https://t.co/cmwZCeR0eH",FALSE,0,NA,2016-08-05 23:41:24,FALSE,NA,"761708716198465536",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","TScommentator",176,TRUE,FALSE,NA,NA,2016-08-05 18:41:24,2016-08-05 18:41:24,5,18,"Twitter for iPad",0,0,0,0,0,0,0,1,0,1
"I will not apologize for my extreme patriotism over the next few weeks  #TeamUSA",FALSE,3,NA,2016-08-05 23:41:10,FALSE,NA,"761708658405277696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DanMarie_",0,FALSE,FALSE,NA,NA,2016-08-05 18:41:10,2016-08-05 18:41:10,5,18,"Twitter for iPhone",0,0,0,0,0,1,0,1,0,1
"RT @mercedeslilya: This opening to the opening ceremony has me pumped  #TeamUSA",FALSE,0,NA,2016-08-05 23:41:06,FALSE,NA,"761708640898281472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rachel_menshhh",1,TRUE,FALSE,NA,NA,2016-08-05 18:41:06,2016-08-05 18:41:06,5,18,"Twitter for iPhone",0,0,0,0,1,0,1,0,0,1
"RT @Eagles: Rock, flag and Eagle.

Let's go, @TeamUSA! 
#TeamUSA #Rio2016 https://t.co/cmwZCeR0eH",FALSE,0,NA,2016-08-05 23:41:01,FALSE,NA,"761708618123186177",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jayradddddd",176,TRUE,FALSE,NA,NA,2016-08-05 18:41:01,2016-08-05 18:41:01,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,1,0,1
"Good luck @TeamUSA!!!!! 
#Rio2016 #TeamUSA",FALSE,0,NA,2016-08-05 23:41:00,FALSE,NA,"761708617078804481",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amirdehghan_",0,FALSE,FALSE,NA,NA,2016-08-05 18:41:00,2016-08-05 18:41:00,5,18,"Twitter for iPhone",0,2,0,0,2,0,2,1,0,2
"RT @Eagles: Rock, flag and Eagle.

Let's go, @TeamUSA! 
#TeamUSA #Rio2016 https://t.co/cmwZCeR0eH",FALSE,0,NA,2016-08-05 23:40:51,FALSE,NA,"761708578478710784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrideofChrist2",176,TRUE,FALSE,NA,NA,2016-08-05 18:40:51,2016-08-05 18:40:51,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,1,0,1
"#TeamUSA",FALSE,0,NA,2016-08-05 23:40:47,FALSE,NA,"761708559855939584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","king_Qua6",1,FALSE,FALSE,NA,NA,2016-08-05 18:40:47,2016-08-05 18:40:47,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,0,0,0
"RT @Eagles: Rock, flag and Eagle.

Let's go, @TeamUSA! 
#TeamUSA #Rio2016 https://t.co/cmwZCeR0eH",FALSE,0,NA,2016-08-05 23:40:43,FALSE,NA,"761708543640678400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","justinclark_22",176,TRUE,FALSE,NA,NA,2016-08-05 18:40:43,2016-08-05 18:40:43,5,18,"Twitter for Android",0,0,0,0,0,0,0,1,0,1
"RT @Eagles: Rock, flag and Eagle.

Let's go, @TeamUSA! 
#TeamUSA #Rio2016 https://t.co/cmwZCeR0eH",FALSE,0,NA,2016-08-05 23:40:38,FALSE,NA,"761708521331232768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Spiezx",176,TRUE,FALSE,NA,NA,2016-08-05 18:40:38,2016-08-05 18:40:38,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,1,0,1
"Can we just get on the parade of athletes?
#OpeningCeremony #TeamUSA #youknowitsthebestpart",FALSE,0,NA,2016-08-05 23:40:35,FALSE,NA,"761708510849544192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","murphy_ellie",0,FALSE,FALSE,NA,NA,2016-08-05 18:40:35,2016-08-05 18:40:35,5,18,"Twitter for iPhone",0,1,0,1,1,0,1,0,1,1
"Let the games begin! @NBCOlympics #Rio2016 #TeamUSA",FALSE,0,NA,2016-08-05 23:40:35,FALSE,NA,"761708509541064705",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BozarthDoug",0,FALSE,FALSE,NA,NA,2016-08-05 18:40:35,2016-08-05 18:40:35,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,0,0,0
"RT @Eagles: Rock, flag and Eagle.

Let's go, @TeamUSA! 
#TeamUSA #Rio2016 https://t.co/cmwZCeR0eH",FALSE,0,NA,2016-08-05 23:40:30,FALSE,NA,"761708490796756992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ImmortalPens",176,TRUE,FALSE,NA,NA,2016-08-05 18:40:30,2016-08-05 18:40:30,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,1,0,1
"Yay! It's that time!  #OpeningCeremony #TeamUSA https://t.co/EEA1Qfijik",FALSE,0,NA,2016-08-05 23:40:16,FALSE,NA,"761708429815738368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kinnyshaw",0,FALSE,FALSE,NA,NA,2016-08-05 18:40:16,2016-08-05 18:40:16,5,18,"Twitter for iPhone",0,1,0,0,0,0,0,0,0,0
"#TeamUSA",FALSE,3,NA,2016-08-05 23:39:50,FALSE,NA,"761708322689060864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IamSpencerEllis",0,FALSE,FALSE,NA,NA,2016-08-05 18:39:50,2016-08-05 18:39:50,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,0,0,0
"RT @Eagles: Rock, flag and Eagle.

Let's go, @TeamUSA! 
#TeamUSA #Rio2016 https://t.co/cmwZCeR0eH",FALSE,0,NA,2016-08-05 23:39:21,FALSE,NA,"761708200634843136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GRR215",176,TRUE,FALSE,NA,NA,2016-08-05 18:39:21,2016-08-05 18:39:21,5,18,"Twitter for Android",0,0,0,0,0,0,0,1,0,1
"RT @Eagles: Rock, flag and Eagle.

Let's go, @TeamUSA! 
#TeamUSA #Rio2016 https://t.co/cmwZCeR0eH",FALSE,0,NA,2016-08-05 23:39:12,FALSE,NA,"761708163485802496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SethRyanHanna",176,TRUE,FALSE,NA,NA,2016-08-05 18:39:12,2016-08-05 18:39:12,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,1,0,1
"RT @Eagles: Rock, flag and Eagle.

Let's go, @TeamUSA! 
#TeamUSA #Rio2016 https://t.co/cmwZCeR0eH",FALSE,0,NA,2016-08-05 23:38:51,FALSE,NA,"761708073123586048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","devicabhutani",176,TRUE,FALSE,NA,NA,2016-08-05 18:38:51,2016-08-05 18:38:51,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,1,0,1
"I absolutely love the #Olympics lets go #TeamUSA ",FALSE,3,NA,2016-08-05 23:38:50,FALSE,NA,"761708071953453056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AKS001010",0,FALSE,FALSE,NA,NA,2016-08-05 18:38:50,2016-08-05 18:38:50,5,18,"Twitter for iPhone",0,0,0,0,1,0,0,0,0,1
"Ugh I love the olympics so much! Let's go #TeamUSA ",FALSE,1,NA,2016-08-05 23:38:37,FALSE,NA,"761708014847963136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","devicabhutani",1,FALSE,FALSE,NA,NA,2016-08-05 18:38:37,2016-08-05 18:38:37,5,18,"Twitter for iPhone",0,0,0,0,1,0,0,0,0,1
"RT @Eagles: Rock, flag and Eagle.

Let's go, @TeamUSA! 
#TeamUSA #Rio2016 https://t.co/cmwZCeR0eH",FALSE,0,NA,2016-08-05 23:38:32,FALSE,NA,"761707995759771648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pajama_Shark",176,TRUE,FALSE,NA,NA,2016-08-05 18:38:32,2016-08-05 18:38:32,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,1,0,1
"#TeamUSA",FALSE,0,NA,2016-08-05 23:38:11,FALSE,NA,"761707905984831492",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","andriannaacosta",0,FALSE,FALSE,NA,NA,2016-08-05 18:38:11,2016-08-05 18:38:11,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,0,0,0
"RT @Eagles: Rock, flag and Eagle.

Let's go, @TeamUSA! 
#TeamUSA #Rio2016 https://t.co/cmwZCeR0eH",FALSE,0,NA,2016-08-05 23:38:09,FALSE,NA,"761707897017380865",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gary_mccabe_",176,TRUE,FALSE,NA,NA,2016-08-05 18:38:09,2016-08-05 18:38:09,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,1,0,1
"@LogoTV @nbc #TeamUSA #TeamUSA  #OpeningCeremony",FALSE,0,"LogoTV",2016-08-05 23:38:06,FALSE,"761700336327352320","761707886791712768","16688083","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DruidNectan",0,FALSE,FALSE,NA,NA,2016-08-05 18:38:06,2016-08-05 18:38:06,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,0,0,0
"This opening to the opening ceremony has me pumped  #TeamUSA",FALSE,2,NA,2016-08-05 23:36:44,FALSE,NA,"761707540468097024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mercedeslilya",1,FALSE,FALSE,NA,NA,2016-08-05 18:36:44,2016-08-05 18:36:44,5,18,"Twitter for iPhone",0,0,0,0,1,0,1,0,0,1
"RT @Eagles: Rock, flag and Eagle.

Let's go, @TeamUSA! 
#TeamUSA #Rio2016 https://t.co/cmwZCeR0eH",FALSE,0,NA,2016-08-05 23:36:41,FALSE,NA,"761707531454611456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PatKelves17",176,TRUE,FALSE,NA,NA,2016-08-05 18:36:41,2016-08-05 18:36:41,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,1,0,1
"RT @Eagles: Rock, flag and Eagle.

Let's go, @TeamUSA! 
#TeamUSA #Rio2016 https://t.co/cmwZCeR0eH",FALSE,0,NA,2016-08-05 23:36:39,FALSE,NA,"761707521459494912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dudeamanda",176,TRUE,FALSE,NA,NA,2016-08-05 18:36:39,2016-08-05 18:36:39,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,1,0,1
"RT @WoodsServices: Go #TeamUSA #Rio2016 #2016Olympics https://t.co/kONF0iuO3M",FALSE,0,NA,2016-08-05 23:36:10,FALSE,NA,"761707398520188929",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vela_mary",2,TRUE,FALSE,NA,NA,2016-08-05 18:36:10,2016-08-05 18:36:10,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,0,0,0
"RT @Eagles: Rock, flag and Eagle.

Let's go, @TeamUSA! 
#TeamUSA #Rio2016 https://t.co/cmwZCeR0eH",FALSE,0,NA,2016-08-05 23:35:53,FALSE,NA,"761707328924254208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","deadmxnwalkin",176,TRUE,FALSE,NA,NA,2016-08-05 18:35:53,2016-08-05 18:35:53,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,1,0,1
"Go @IbtihajMuhammad !! We are rooting for you. #Rio2016 #Olympics2016 #OpeningCeremony #TeamUSA https://t.co/ay8OVJ7bpn",FALSE,1,NA,2016-08-05 23:35:50,FALSE,NA,"761707314323808256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cathysharick",0,FALSE,FALSE,NA,NA,2016-08-05 18:35:50,2016-08-05 18:35:50,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,0,0,1
"RT @WoodsServices: Go #TeamUSA #Rio2016 #2016Olympics https://t.co/kONF0iuO3M",FALSE,0,NA,2016-08-05 23:35:34,FALSE,NA,"761707248011870208",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","textifyer59",2,TRUE,FALSE,NA,NA,2016-08-05 18:35:34,2016-08-05 18:35:34,5,18,"Twitter for iPad",0,0,0,0,0,0,0,0,0,0
"RT @Eagles: Rock, flag and Eagle.

Let's go, @TeamUSA! 
#TeamUSA #Rio2016 https://t.co/cmwZCeR0eH",FALSE,0,NA,2016-08-05 23:34:54,FALSE,NA,"761707080067719169",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ctakacs__",176,TRUE,FALSE,NA,NA,2016-08-05 18:34:54,2016-08-05 18:34:54,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,1,0,1
"RT @Eagles: Rock, flag and Eagle.

Let's go, @TeamUSA! 
#TeamUSA #Rio2016 https://t.co/cmwZCeR0eH",FALSE,0,NA,2016-08-05 23:34:51,FALSE,NA,"761707066885083136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","phifan95",176,TRUE,FALSE,NA,NA,2016-08-05 18:34:51,2016-08-05 18:34:51,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,1,0,1
"RT @Eagles: Rock, flag and Eagle.

Let's go, @TeamUSA! 
#TeamUSA #Rio2016 https://t.co/cmwZCeR0eH",FALSE,0,NA,2016-08-05 23:34:36,FALSE,NA,"761707005082034176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stevefrenchx",176,TRUE,FALSE,NA,NA,2016-08-05 18:34:36,2016-08-05 18:34:36,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,1,0,1
"For all of the handwringing &amp; issues talked about before tonight, I hope #Rio2016 is a success! Time to watch #OpeningCeremony GO #TeamUSA",FALSE,0,NA,2016-08-05 23:34:26,FALSE,NA,"761706961922564096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Young_NorCak",0,FALSE,FALSE,NA,NA,2016-08-05 18:34:26,2016-08-05 18:34:26,5,18,"Twitter for iPhone",0,4,0,1,2,0,1,1,0,2
"Opening ceremony! #TeamUSA ",FALSE,1,NA,2016-08-05 23:34:13,FALSE,NA,"761706909934034945",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","austandres",0,FALSE,FALSE,NA,NA,2016-08-05 18:34:13,2016-08-05 18:34:13,5,18,"Twitter for iPhone",0,0,0,0,1,0,1,0,0,1
"RT @Eagles: Rock, flag and Eagle.

Let's go, @TeamUSA! 
#TeamUSA #Rio2016 https://t.co/cmwZCeR0eH",FALSE,0,NA,2016-08-05 23:34:02,FALSE,NA,"761706863167676417",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","rima_247",176,TRUE,FALSE,NA,NA,2016-08-05 18:34:02,2016-08-05 18:34:02,5,18,"Twitter for BlackBerry",0,0,0,0,0,0,0,1,0,1
"#TeamUSA",FALSE,0,NA,2016-08-05 23:33:49,FALSE,NA,"761706809828712448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AmandaJ718",0,FALSE,FALSE,NA,NA,2016-08-05 18:33:49,2016-08-05 18:33:49,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,0,0,0
"@USAFieldHockey Can't  wait to see these girls play tomorrow!! GO FOR THE GOLD#TeamUSA #RioOlympics https://t.co/74XlzQatxx",FALSE,1,"USAFieldHockey",2016-08-05 23:33:49,FALSE,NA,"761706808465461248","22518192","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Uzoya_Rb",0,FALSE,FALSE,NA,NA,2016-08-05 18:33:49,2016-08-05 18:33:49,5,18,"Twitter for iPhone",0,2,0,0,0,0,0,0,1,1
"RT @Eagles: Rock, flag and Eagle.

Let's go, @TeamUSA! 
#TeamUSA #Rio2016 https://t.co/cmwZCeR0eH",FALSE,0,NA,2016-08-05 23:33:49,FALSE,NA,"761706807500898304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CCermola_39",176,TRUE,FALSE,NA,NA,2016-08-05 18:33:49,2016-08-05 18:33:49,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,1,0,1
"RT @Eagles: Rock, flag and Eagle.

Let's go, @TeamUSA! 
#TeamUSA #Rio2016 https://t.co/cmwZCeR0eH",FALSE,0,NA,2016-08-05 23:33:46,FALSE,NA,"761706794284568576",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SammyStanza",176,TRUE,FALSE,NA,NA,2016-08-05 18:33:46,2016-08-05 18:33:46,5,18,"Twitter Web Client",0,0,0,0,0,0,0,1,0,1
"RT @Eagles: Rock, flag and Eagle.

Let's go, @TeamUSA! 
#TeamUSA #Rio2016 https://t.co/cmwZCeR0eH",FALSE,0,NA,2016-08-05 23:33:36,FALSE,NA,"761706751758438400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","paulconeys",176,TRUE,FALSE,NA,NA,2016-08-05 18:33:36,2016-08-05 18:33:36,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,1,0,1
"RT @Eagles: Rock, flag and Eagle.

Let's go, @TeamUSA! 
#TeamUSA #Rio2016 https://t.co/cmwZCeR0eH",FALSE,0,NA,2016-08-05 23:33:33,FALSE,NA,"761706739452485632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PaulCabrey",176,TRUE,FALSE,NA,NA,2016-08-05 18:33:33,2016-08-05 18:33:33,5,18,"Twitter for iPhone",0,0,0,0,0,0,0,1,0,1
"RT @Eagles: Rock, flag and Eagle.

Let's go, @TeamUSA! 
#TeamUSA #Rio2016 https://t.co/cmwZCeR0eH",FALSE,0,NA,2016-08-05 23:33:26,FALSE,NA,"761706710172041216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jerseytomato196",176,TRUE,FALSE,NA,NA,2016-08-05 18:33:26,2016-08-05 18:33:26,5,18,"Twitter for Android",0,0,0,0,0,0,0,1,0,1
"#olympics baby! Let's do this! #TeamUSA ",FALSE,1,NA,2016-08-05 23:33:13,FALSE,NA,"761706654962450432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mistimann",0,FALSE,FALSE,NA,NA,2016-08-05 18:33:13,2016-08-05 18:33:13,5,18,"Twitter for iPhone",0,0,0,0,1,0,0,0,0,1
